Province,District,Tehsil,Union Council,Village/City
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 097/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 098/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 221/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 221-A/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 222/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 223/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 224/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 225/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 226/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 227/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 228/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 229/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 230/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 231/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 232/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 233/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 240/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 241/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 242/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 243/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 244/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 245/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 246/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 247/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 248/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 249/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 250/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 69-P,CHAK NO 251/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,BAGWAR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 081/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 083/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 084/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 085/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 087/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 099/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 100/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 101/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,CHAK NO 102/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,GOTH RAZA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,KOT QANDHARA SINGH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,MAD GANMAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,CHAK NO. 84P,PANWARAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,DADI AZEEM KHAN,CHAK NO 075/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,DADI AZEEM KHAN,DARI AZIM KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,DADI AZEEM KHAN,KANDE WALI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,ADAM ARAIN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,CHAK NO 057/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,CHAK NO 058/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,CHAK NO 059/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,CHAK NO 060/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,CHAK NO 062/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,GALOR MASSU KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,GHOUS PUR MACHIAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,KOTLA HAYAT MOHD.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,KOTLA RAI QABOOL
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,MIANWALI SHEIKHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,MURAD PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,PEERAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,POORAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,GALOMIO KHAN,TAJPUR PIRWALA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,BAHADAR PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,GHALEJA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,HAJI PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,HAMID PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,KACHI ZAMAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,MANAK
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,MISSAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,HAJIPUR,NAWAZ PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,AKBAR ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,DERA SHAMAS
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,FATEH PUR ARAIN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,KOT MEHNDI SHAH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,MAHMOODABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT MEHDI SHAH,TAJ GARH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,KOT SAMABA,KOT SAMABA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,BULAQI WALI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,CHAK NO 068/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,CHAK NO 069/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,CHAK NO 084/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,KOT QUTAB
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,KOT ZULFAQAR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,MAO MUBARAK
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,MEHRAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,QUBBA LAL PIR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,SUREELI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,TRINDA ALI MURAD KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MATO MUBARAK,WAHI JUMAN SHAH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,CHAK NO 061/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,CHAK NO 063/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,CHAK NO 064/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,CHAK NO 065/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,DERA GOBOLAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,FATEHPUR QURESHIAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,JALAL PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,JEEND WALI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,KALAR WALI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,MAHMOOD GARH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,MIANWALI QURESHIAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,MOHD PUR GANGA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,MOHD PUR QURESHIAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,MUSTAFA ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,SARDAR GAHRH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,SULTAN ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MIAN WALI QURASHIYAN,THUL GANGA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,BHUTTA KOT
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 048/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 049/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 050/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 051/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 052/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 053/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 054/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 055/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 056/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,CHAK NO 082/P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,KARAM ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,MURTAZA ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,ROSHAN ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,TAJ PUR MURIDWALA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,MURTAZA ABAD,TIB CHOHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN- H,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN-A,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN-A1,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN-A1,TRINDA SAWAI KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--B,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--C,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--D,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--E,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--F,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--G,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,R.Y.KHAN--I,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,BANDOOR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,CHAK NO 115/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,CHAK NO 116/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,CHAK NO 117/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,CHAK NO 118/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,KOKARI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,KOT DARIYA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,NOOR PURI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAHIM YAR KHAN DEH,RAHIM YAR KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,CHAK NO 047/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,FAZALABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,MAD MANTHAR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,PAHOORAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,QAISAR CHOHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,RAJANPUR KALAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,RAJANPUR KHURD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,RAJANPUR KALAN,RASOOL PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,CHAK NO 054/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,CHAK NO 055/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,CHAK NO 056/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,CHAK WIHA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,FATEH PUR TIWANA
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,IHSAN PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,KACHA GOPANG
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,KOTLA MAHMUD KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,RANG PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SHAH PUR,SHAH PUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,AHMAD ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,BHAGWAILAH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 073/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 074/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 075/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 076/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 079/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 080/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 080-A/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 081/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,CHAK NO 087/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,DHUKRAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,LAL GARH
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,SONAK
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,SONAK,TRANDA PUNNUN KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,BET DUR MOHAMMAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,DHUDI SANGI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,FAIZ ABAD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,KHALTI
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,RUKANPUR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,THUL HASSAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,THAL KHAIR MUHAMMAD,THUL KHAIR MOHD KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,BAKHSH ARAIN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,CHAK NO 082/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,CHAK NO 083/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,CHAK NO 085/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,CHAK NO 086/N.P.
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,TIBBI GUL MOHD
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TIBBI GUL MUHAMMAD,YOUSAF NAGAR
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,TRANDA SAWAEY KHAN,TRINDA  SAWAEY  KHAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 114/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 121/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 122/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 123/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 123-A/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 125/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 133/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 134/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 135/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 136/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,CHAK NO 138/P
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,WAH FAQEERAN
PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,WAH KEHNA,WAH KOHNA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,ADAM SOHABA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 119/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 120/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 128/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 130/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 145/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 146/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 147/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 148/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 151/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,CHAK NO 164/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,DAGHA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,LATKI
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,LUNDA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,ADAM SAHABA,SADIQ ABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,AHMAD PUR LAMMA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,BHAMBHA SHAHEED
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 025/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 027/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 028/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 029/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 030/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,CHAK NO 031/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,DINUN SHAH
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,KHUDA BUX DEHR
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,MITHA DANDAM
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,RAJRI
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,WAHID BUX MEHR
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA,WALANA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA DEH,CHAK NO 174-A/P
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA DEH,CHAK NO 174-B/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMAD PUR LAMMA DEH,WAHID BUX LAR
PUNJAB,RAHIM YAR KHAN,SADIQABAD,AHMED PUR LAMMA 7- G,AHMEDPUR LUMMA
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHATTA WAHAN,CHAK NO 014/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHATTA WAHAN,CHAK NO 014-AN.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHATTA WAHAN,CHAK NO 015/N.P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHATTA WAHAN,RANG PUR
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHATTA WAHAN,TOBLAH
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,BAKHSHA ABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,BHONG
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,GARHI DHODO
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,GARHI KHAIR MOHD JHAK
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,GUL MOHD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,PIR HUSSAIN ABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,SHER MOHD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,BHONG,WAZIR ABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. (UC005-E),SADIQABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. (UC006-F),SADIQABAD
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 184/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 185/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 186/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 188/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 236/P.
PUNJAB,RAHIM YAR KHAN,SADIQABAD,CHAK NO. P-160,CHAK NO 238/P.
